,Gene,Gene_name,Ensembl_ID,Shift_to_goal_end,Goal_end_vs_random_pval,Goal_end_FDR,N_Detections,Sig
2526,3442,LZTS2,ENSG00000107816,0.00022634342312812805,0.8423630849474342,0.974975327458469,5,0
6966,9929,ATP5MJ,ENSG00000156411,0.00022633930313445272,0.9211135994015311,0.9913624542762145,42,0
7618,10980,SGO2,ENSG00000163535,0.00022570043802261353,0.9064853161090785,0.9893594140599417,7,0
8432,12261,ARF4,ENSG00000168374,0.0002238542546291609,0.6205364436787562,0.9256770290186923,37,0
10829,17060,HSD17B11,ENSG00000198189,0.00022328769167264303,0.9235033061725184,0.9917673423230587,6,0
3045,4168,ARRDC3,ENSG00000113369,0.00022272240709174764,0.9545590218731809,0.9945594340697361,11,0
6672,9458,ARL14EP,ENSG00000152219,0.00022176777323087057,0.6123688496315924,0.9242075956869013,6,0
9413,14038,EPS8L2,ENSG00000177106,0.00022025452926754951,0.8542316789485899,0.9778497749716824,8,0
8235,11947,GOLGA2,ENSG00000167110,0.0002186803768078486,0.67452297985179,0.9408712093790428,30,0
843,1090,MAPK6,ENSG00000069956,0.0002165870474917548,0.6548070950730467,0.9377061684525925,21,0
7843,11315,TRA2A,ENSG00000164548,0.0002154869958758354,0.98012801620586,0.99706180745671,20,0
7192,10287,PSMD4,ENSG00000159352,0.0002150731161236763,0.9129813709229877,0.9898871297332998,16,0
2619,3562,CYTH1,ENSG00000108669,0.00021444642916321755,0.8636678388133047,0.9786219237809116,10,0
131,189,BAIAP3,ENSG00000007516,0.00021119415760040283,0.9916940319108065,0.9990406920394457,2,0
10024,15345,PTP4A3,ENSG00000184489,0.00020904541015625,0.920131140322717,0.9910951760208503,5,0
6612,9362,FRMD4A,ENSG00000151474,0.0002082486947377523,0.9552710038755882,0.9947756419866587,3,0
2563,3486,PBLD,ENSG00000108187,0.00020748376846313477,0.9566967472243088,0.9949639794098719,1,0
4326,6001,LSM8,ENSG00000128534,0.0002064845141242532,0.7320146108741425,0.9527065566285814,17,0
4306,5963,SDF2L1,ENSG00000128228,0.00020637931302189828,0.8888365130105123,0.9844815437639126,10,0
3100,4240,FAM162A,ENSG00000114023,0.00020436489216561586,0.7554028210904539,0.9571817575426884,53,0
6284,8839,SLC12A9,ENSG00000146828,0.00019903257489204407,0.8334179858671162,0.9731300546573204,5,0
10618,16635,COL27A1,ENSG00000196739,0.00019698049873113633,0.7528116868501131,0.9567972310752555,10,0
967,1250,PICALM,ENSG00000073921,0.00019636836189490097,0.9743372015378767,0.99706180745671,13,0
4087,5641,SRMS,ENSG00000125508,0.00019054407519953593,0.9809215723638045,0.99706180745671,7,0
11131,17929,ETFRF1,ENSG00000205707,0.00018834322690963745,0.9510409182288557,0.993436515503519,4,0
4285,5937,PTPN12,ENSG00000127947,0.00018607933695117632,0.5792528720247716,0.9183751401010274,30,0
1786,2376,VRK1,ENSG00000100749,0.0001850724220275879,0.9591256159676286,0.995707385297309,1,0
11473,20384,EIF6,ENSG00000242372,0.00018467725469515874,0.5874302145313772,0.9202069787291791,26,0
4019,5537,ZNF391,ENSG00000124613,0.00018417835235595703,0.9428832332582575,0.9921168999622909,2,0
7158,10234,RAPGEF6,ENSG00000158987,0.0001817941665649414,0.9594292517055946,0.995707385297309,1,0
3144,4294,PLXNA1,ENSG00000114554,0.00018157623708248138,0.9190793020058167,0.9910951760208503,6,0
3388,4614,CFHR3,ENSG00000116785,0.0001811683177947998,0.9594844588370403,0.995707385297309,1,0
431,577,MYO16,ENSG00000041515,0.00017902255058288574,0.959760497403535,0.995763109403123,1,0
